ProductKey,Product,Subcategory,Category,Model,Cost ,Color,Price
411,ML Mountain Front Wheel,Wheels,Components,ML Mountain Front Wheel,92.81,Black,209.03
412,HL Mountain Front Wheel,Wheels,Components,HL Mountain Front Wheel,133.30,Black,300.22
413,LL Road Front Wheel,Wheels,Components,LL Road Front Wheel,37.99,Black,85.57
414,ML Road Front Wheel,Wheels,Components,ML Road Front Wheel,110.28,Black,248.39
415,HL Road Front Wheel,Wheels,Components,HL Road Front Wheel,146.55,Black,330.06
416,Touring Front Wheel,Wheels,Components,Touring Front Wheel,96.80,Black,218.01
417,"ML Road Frame-W - Yellow, 38",Road Frames,Components,ML Road Frame-W,300.12,Yellow,540.75
418,"ML Road Frame-W - Yellow, 38",Road Frames,Components,ML Road Frame-W,360.94,Yellow,594.83
419,LL Mountain Rear Wheel,Wheels,Components,LL Mountain Rear Wheel,38.96,Black,87.75
420,ML Mountain Rear Wheel,Wheels,Components,ML Mountain Rear Wheel,104.80,Black,236.03
421,HL Mountain Rear Wheel,Wheels,Components,HL Mountain Rear Wheel,145.28,Black,327.22
422,LL Road Rear Wheel,Wheels,Components,LL Road Rear Wheel,49.98,Black,112.57
423,ML Road Rear Wheel,Wheels,Components,ML Road Rear Wheel,122.27,Black,275.39
424,HL Road Rear Wheel,Wheels,Components,HL Road Rear Wheel,158.53,Black,357.06
425,Touring Rear Wheel,Wheels,Components,Touring Rear Wheel,108.78,Black,245.01
426,"ML Mountain Frame - Black, 40",Mountain Frames,Components,ML Mountain Frame,185.82,Black,348.76
427,"ML Mountain Frame - Black, 44",Mountain Frames,Components,ML Mountain Frame,185.82,Black,348.76
428,"ML Mountain Frame - Black, 48",Mountain Frames,Components,ML Mountain Frame,185.82,Black,348.76
429,"ML Road Frame-W - Yellow, 40",Road Frames,Components,ML Road Frame-W,300.12,Yellow,540.75
430,"ML Road Frame-W - Yellow, 40",Road Frames,Components,ML Road Frame-W,360.94,Yellow,594.83
431,"ML Road Frame-W - Yellow, 42",Road Frames,Components,ML Road Frame-W,300.12,Yellow,540.75
432,"ML Road Frame-W - Yellow, 42",Road Frames,Components,ML Road Frame-W,360.94,Yellow,594.83
433,"ML Road Frame-W - Yellow, 44",Road Frames,Components,ML Road Frame-W,300.12,Yellow,540.75
434,"ML Road Frame-W - Yellow, 44",Road Frames,Components,ML Road Frame-W,360.94,Yellow,594.83
435,"ML Road Frame-W - Yellow, 48",Road Frames,Components,ML Road Frame-W,300.12,Yellow,540.75
436,"ML Road Frame-W - Yellow, 48",Road Frames,Components,ML Road Frame-W,360.94,Yellow,594.83
437,"HL Road Frame - Black, 62",Road Frames,Components,HL Road Frame,722.26,Black,1301.36
438,"HL Road Frame - Black, 62",Road Frames,Components,HL Road Frame,868.63,Black,1431.50
439,"HL Road Frame - Black, 44",Road Frames,Components,HL Road Frame,868.63,Black,1301.36
440,"HL Road Frame - Black, 44",Road Frames,Components,HL Road Frame,868.63,Black,1431.50
441,"HL Road Frame - Black, 48",Road Frames,Components,HL Road Frame,722.26,Black,1301.36
442,"HL Road Frame - Black, 48",Road Frames,Components,HL Road Frame,868.63,Black,1431.50
443,"HL Road Frame - Black, 52",Road Frames,Components,HL Road Frame,722.26,Black,1301.36
444,"HL Road Frame - Black, 52",Road Frames,Components,HL Road Frame,868.63,Black,1431.50
445,"Men's Sports Shorts, S",Shorts,Clothing,Men's Sports Shorts,24.75,Black,59.99
446,"Touring-Panniers, Large",Panniers,Accessories,Touring-Panniers,51.56,Grey,125.00
447,Cable Lock,Locks,Accessories,Cable Lock,10.31,NA,25.00
448,Minipump,Pumps,Accessories,Minipump,8.25,NA,19.99
449,Mountain Pump,Pumps,Accessories,Mountain Pump,10.31,NA,24.99
450,Taillights - Battery-Powered,Lights,Accessories,Taillight,5.77,NA,13.99
451,Headlights - Dual-Beam,Lights,Accessories,Headlights - Dual-Beam,14.43,NA,34.99
452,Headlights - Weatherproof,Lights,Accessories,Headlights - Weatherproof,18.56,NA,44.99
453,"Men's Sports Shorts, M",Shorts,Clothing,Men's Sports Shorts,24.75,Black,59.99
454,"Men's Sports Shorts, L",Shorts,Clothing,Men's Sports Shorts,24.75,Black,59.99
455,"Men's Sports Shorts, XL",Shorts,Clothing,Men's Sports Shorts,24.75,Black,59.99
456,"Women's Tights, S",Tights,Clothing,Women's Tights,30.93,Black,74.99
457,"Women's Tights, M",Tights,Clothing,Women's Tights,30.93,Black,74.99
458,"Women's Tights, L",Tights,Clothing,Women's Tights,30.93,Black,74.99
459,"Men's Bib-Shorts, S",Bib-Shorts,Clothing,Men's Bib-Shorts,37.12,Multi,89.99
460,"Men's Bib-Shorts, M",Bib-Shorts,Clothing,Men's Bib-Shorts,37.12,Multi,89.99
461,"Men's Bib-Shorts, L",Bib-Shorts,Clothing,Men's Bib-Shorts,37.12,Multi,89.99
462,"Half-Finger Gloves, S",Gloves,Clothing,Half-Finger Gloves,9.71,Black,23.55
463,"Half-Finger Gloves, S",Gloves,Clothing,Half-Finger Gloves,9.16,Black,24.49
464,"Half-Finger Gloves, M",Gloves,Clothing,Half-Finger Gloves,9.71,Black,23.55
465,"Half-Finger Gloves, M",Gloves,Clothing,Half-Finger Gloves,9.16,Black,24.49
466,"Half-Finger Gloves, L",Gloves,Clothing,Half-Finger Gloves,9.71,Black,23.55
467,"Half-Finger Gloves, L",Gloves,Clothing,Half-Finger Gloves,9.16,Black,24.49
468,"Full-Finger Gloves, S",Gloves,Clothing,Full-Finger Gloves,15.67,Black,37.99
469,"Full-Finger Gloves, M",Gloves,Clothing,Full-Finger Gloves,15.67,Black,37.99
470,"Full-Finger Gloves, L",Gloves,Clothing,Full-Finger Gloves,15.67,Black,37.99
471,"Classic Vest, S",Vests,Clothing,Classic Vest,23.75,Blue,63.50
472,"Classic Vest, M",Vests,Clothing,Classic Vest,23.75,Blue,63.50
473,"Classic Vest, L",Vests,Clothing,Classic Vest,23.75,Blue,63.50
474,"Women's Mountain Shorts, S",Shorts,Clothing,Women's Mountain Shorts,26.18,Black,69.99
475,"Women's Mountain Shorts, M",Shorts,Clothing,Women's Mountain Shorts,26.18,Black,69.99
476,"Women's Mountain Shorts, L",Shorts,Clothing,Women's Mountain Shorts,26.18,Black,69.99
477,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Water Bottle,1.87,NA,4.99
478,Mountain Bottle Cage,Bottles and Cages,Accessories,Mountain Bottle Cage,3.74,NA,9.99
479,Road Bottle Cage,Bottles and Cages,Accessories,Road Bottle Cage,3.36,NA,8.99
480,Patch Kit/8 Patches,Tires and Tubes,Accessories,Patch kit,0.86,NA,2.29
481,"Racing Socks, M",Socks,Clothing,Racing Socks,3.36,White,8.99
482,"Racing Socks, L",Socks,Clothing,Racing Socks,3.36,White,8.99
483,Hitch Rack - 4-Bike,Bike Racks,Accessories,Hitch Rack - 4-Bike,44.88,NA,120.00
484,Bike Wash - Dissolver,Cleaners,Accessories,Bike Wash,2.97,NA,7.95
485,Fender Set - Mountain,Fenders,Accessories,Fender Set - Mountain,8.22,NA,21.98
486,All-Purpose Bike Stand,Bike Stands,Accessories,All-Purpose Bike Stand,59.47,NA,159.00
487,Hydration Pack - 70 oz.,Hydration Packs,Accessories,Hydration Pack,20.57,Silver,54.99
488,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing,Short-Sleeve Classic Jersey,41.57,Yellow,53.99
489,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing,Short-Sleeve Classic Jersey,41.57,Yellow,53.99
490,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing,Short-Sleeve Classic Jersey,41.57,Yellow,53.99
491,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing,Short-Sleeve Classic Jersey,41.57,Yellow,53.99
492,"HL Touring Frame - Yellow, 60",Touring Frames,Components,HL Touring Frame,601.74,Yellow,1003.91
493,"LL Touring Frame - Yellow, 62",Touring Frames,Components,LL Touring Frame,199.85,Yellow,333.42
494,"HL Touring Frame - Yellow, 46",Touring Frames,Components,HL Touring Frame,601.74,Yellow,1003.91
495,"HL Touring Frame - Yellow, 50",Touring Frames,Components,HL Touring Frame,601.74,Yellow,1003.91
496,"HL Touring Frame - Yellow, 54",Touring Frames,Components,HL Touring Frame,601.74,Yellow,1003.91
497,"HL Touring Frame - Blue, 46",Touring Frames,Components,HL Touring Frame,601.74,Blue,1003.91
498,"HL Touring Frame - Blue, 50",Touring Frames,Components,HL Touring Frame,601.74,Blue,1003.91
499,"HL Touring Frame - Blue, 54",Touring Frames,Components,HL Touring Frame,601.74,Blue,1003.91
500,"HL Touring Frame - Blue, 60",Touring Frames,Components,HL Touring Frame,601.74,Blue,1003.91
501,Rear Derailleur,Derailleurs,Components,Rear Derailleur,53.93,Silver,121.46
502,"LL Touring Frame - Blue, 50",Touring Frames,Components,LL Touring Frame,199.85,Blue,333.42
503,"LL Touring Frame - Blue, 54",Touring Frames,Components,LL Touring Frame,199.85,Blue,333.42
504,"LL Touring Frame - Blue, 58",Touring Frames,Components,LL Touring Frame,199.85,Blue,333.42
505,"LL Touring Frame - Blue, 62",Touring Frames,Components,LL Touring Frame,199.85,Blue,333.42
506,"LL Touring Frame - Yellow, 44",Touring Frames,Components,LL Touring Frame,199.85,Yellow,333.42
507,"LL Touring Frame - Yellow, 50",Touring Frames,Components,LL Touring Frame,199.85,Yellow,333.42
508,"LL Touring Frame - Yellow, 54",Touring Frames,Components,LL Touring Frame,199.85,Yellow,333.42
509,"LL Touring Frame - Yellow, 58",Touring Frames,Components,LL Touring Frame,199.85,Yellow,333.42
510,"LL Touring Frame - Blue, 44",Touring Frames,Components,LL Touring Frame,199.85,Blue,333.42
511,"ML Mountain Frame-W - Silver, 40",Mountain Frames,Components,ML Mountain Frame-W,199.38,Silver,364.09
512,"ML Mountain Frame-W - Silver, 42",Mountain Frames,Components,ML Mountain Frame-W,199.38,Silver,364.09
513,"ML Mountain Frame-W - Silver, 46",Mountain Frames,Components,ML Mountain Frame-W,199.38,Silver,364.09
514,Rear Brakes,Brakes,Components,Rear Brakes,47.29,Silver,106.50
515,LL Mountain Seat/Saddle,Saddles,Components,LL Mountain Seat/Saddle 2,12.04,NA,27.12
516,ML Mountain Seat/Saddle,Saddles,Components,ML Mountain Seat/Saddle 2,17.38,NA,39.14
517,HL Mountain Seat/Saddle,Saddles,Components,HL Mountain Seat/Saddle 2,23.37,NA,52.64
518,LL Road Seat/Saddle,Saddles,Components,LL Road Seat/Saddle 1,12.04,NA,27.12
519,ML Road Seat/Saddle,Saddles,Components,ML Road Seat/Saddle 2,17.38,NA,39.14
520,HL Road Seat/Saddle,Saddles,Components,HL Road Seat/Saddle 2,23.37,NA,52.64
521,LL Touring Seat/Saddle,Saddles,Components,LL Touring Seat/Saddle,12.04,NA,27.12
522,ML Touring Seat/Saddle,Saddles,Components,ML Touring Seat/Saddle,17.38,NA,39.14
523,HL Touring Seat/Saddle,Saddles,Components,HL Touring Seat/Saddle,23.37,NA,52.64
524,"LL Mountain Frame - Silver, 42",Mountain Frames,Components,LL Mountain Frame,144.59,Silver,264.05
525,"LL Mountain Frame - Silver, 44",Mountain Frames,Components,LL Mountain Frame,144.59,Silver,264.05
526,"LL Mountain Frame - Silver, 48",Mountain Frames,Components,LL Mountain Frame,144.59,Silver,264.05
527,"LL Mountain Frame - Silver, 52",Mountain Frames,Components,LL Mountain Frame,144.59,Silver,264.05
528,Mountain Tire Tube,Tires and Tubes,Accessories,Mountain Tire Tube,1.87,NA,4.99
529,Road Tire Tube,Tires and Tubes,Accessories,Road Tire Tube,1.49,NA,3.99
530,Touring Tire Tube,Tires and Tubes,Accessories,Touring Tire Tube,1.87,NA,4.99
531,"LL Mountain Frame - Black, 42",Mountain Frames,Components,LL Mountain Frame,136.79,Black,249.79
532,"LL Mountain Frame - Black, 44",Mountain Frames,Components,LL Mountain Frame,136.79,Black,249.79
533,"LL Mountain Frame - Black, 48",Mountain Frames,Components,LL Mountain Frame,136.79,Black,249.79
534,"LL Mountain Frame - Black, 52",Mountain Frames,Components,LL Mountain Frame,136.79,Black,249.79
535,LL Mountain Tire,Tires and Tubes,Accessories,LL Mountain Tire,9.35,NA,24.99
536,ML Mountain Tire,Tires and Tubes,Accessories,ML Mountain Tire,11.22,NA,29.99
537,HL Mountain Tire,Tires and Tubes,Accessories,HL Mountain Tire,13.09,NA,35.00
538,LL Road Tire,Tires and Tubes,Accessories,LL Road Tire,8.04,NA,21.49
539,ML Road Tire,Tires and Tubes,Accessories,ML Road Tire,9.35,NA,24.99
540,HL Road Tire,Tires and Tubes,Accessories,HL Road Tire,12.19,NA,32.60
541,Touring Tire,Tires and Tubes,Accessories,Touring Tire,10.84,NA,28.99
542,LL Mountain Pedal,Pedals,Components,LL Mountain Pedal,17.98,Silver/Black,40.49
543,ML Mountain Pedal,Pedals,Components,ML Mountain Pedal,27.57,Silver/Black,62.09
544,HL Mountain Pedal,Pedals,Components,HL Mountain Pedal,35.96,Silver/Black,80.99
545,LL Road Pedal,Pedals,Components,LL Road Pedal,17.98,Silver/Black,40.49
546,ML Road Pedal,Pedals,Components,ML Road Pedal,27.57,Silver/Black,62.09
547,HL Road Pedal,Pedals,Components,HL Road Pedal,35.96,Silver/Black,80.99
548,Touring Pedal,Pedals,Components,Touring Pedal,35.96,Silver/Black,80.99
549,"ML Mountain Frame-W - Silver, 38",Mountain Frames,Components,ML Mountain Frame-W,199.38,Silver,364.09
550,"LL Mountain Frame - Black, 40",Mountain Frames,Components,LL Mountain Frame,136.79,Black,249.79
551,"LL Mountain Frame - Silver, 40",Mountain Frames,Components,LL Mountain Frame,144.59,Silver,264.05
552,Front Derailleur,Derailleurs,Components,Front Derailleur,40.62,Silver,91.49
553,LL Touring Handlebars,Handlebars,Components,LL Touring Handlebars,20.46,NA,46.09
554,HL Touring Handlebars,Handlebars,Components,HL Touring Handlebars,40.66,NA,91.57
555,Front Brakes,Brakes,Components,Front Brakes,47.29,Silver,106.50
556,LL Crankset,Cranksets,Components,LL Crankset,77.92,Black,175.49
557,ML Crankset,Cranksets,Components,ML Crankset,113.88,Black,256.49
558,HL Crankset,Cranksets,Components,HL Crankset,179.82,Black,404.99
559,Chain,Chains,Components,Chain,8.99,Silver,20.24
560,"Touring-2000 Blue, 60",Touring Bikes,Bikes,Touring-2000,755.15,Blue,1214.85
561,"Touring-1000 Yellow, 46",Touring Bikes,Bikes,Touring-1000,1481.94,Yellow,2384.07
562,"Touring-1000 Yellow, 50",Touring Bikes,Bikes,Touring-1000,1481.94,Yellow,2384.07
563,"Touring-1000 Yellow, 54",Touring Bikes,Bikes,Touring-1000,1481.94,Yellow,2384.07
564,"Touring-1000 Yellow, 60",Touring Bikes,Bikes,Touring-1000,1481.94,Yellow,2384.07
565,"Touring-3000 Blue, 54",Touring Bikes,Bikes,Touring-3000,461.44,Blue,742.35
566,"Touring-3000 Blue, 58",Touring Bikes,Bikes,Touring-3000,461.44,Blue,742.35
567,"Touring-3000 Blue, 62",Touring Bikes,Bikes,Touring-3000,461.44,Blue,742.35
568,"Touring-3000 Yellow, 44",Touring Bikes,Bikes,Touring-3000,461.44,Yellow,742.35
569,"Touring-3000 Yellow, 50",Touring Bikes,Bikes,Touring-3000,461.44,Yellow,742.35
570,"Touring-3000 Yellow, 54",Touring Bikes,Bikes,Touring-3000,461.44,Yellow,742.35
571,"Touring-3000 Yellow, 58",Touring Bikes,Bikes,Touring-3000,461.44,Yellow,742.35
572,"Touring-3000 Yellow, 62",Touring Bikes,Bikes,Touring-3000,461.44,Yellow,742.35
573,"Touring-1000 Blue, 46",Touring Bikes,Bikes,Touring-1000,1481.94,Blue,2384.07
574,"Touring-1000 Blue, 50",Touring Bikes,Bikes,Touring-1000,1481.94,Blue,2384.07
575,"Touring-1000 Blue, 54",Touring Bikes,Bikes,Touring-1000,1481.94,Blue,2384.07
576,"Touring-1000 Blue, 60",Touring Bikes,Bikes,Touring-1000,1481.94,Blue,2384.07
577,"Touring-2000 Blue, 46",Touring Bikes,Bikes,Touring-2000,755.15,Blue,1214.85
578,"Touring-2000 Blue, 50",Touring Bikes,Bikes,Touring-2000,755.15,Blue,1214.85
579,"Touring-2000 Blue, 54",Touring Bikes,Bikes,Touring-2000,755.15,Blue,1214.85
580,"Road-350-W Yellow, 40",Road Bikes,Bikes,Road-350-W,1082.51,Yellow,1700.99
581,"Road-350-W Yellow, 42",Road Bikes,Bikes,Road-350-W,1082.51,Yellow,1700.99
582,"Road-350-W Yellow, 44",Road Bikes,Bikes,Road-350-W,1082.51,Yellow,1700.99
583,"Road-350-W Yellow, 48",Road Bikes,Bikes,Road-350-W,1082.51,Yellow,1700.99
584,"Road-750 Black, 58",Road Bikes,Bikes,Road-750,343.65,Black,539.99
585,"Touring-3000 Blue, 44",Touring Bikes,Bikes,Touring-3000,461.44,Blue,742.35
586,"Touring-3000 Blue, 50",Touring Bikes,Bikes,Touring-3000,461.44,Blue,742.35
587,"Mountain-400-W Silver, 38",Mountain Bikes,Bikes,Mountain-400-W,419.78,Silver,769.49
588,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes,Mountain-400-W,419.78,Silver,769.49
589,"Mountain-400-W Silver, 42",Mountain Bikes,Bikes,Mountain-400-W,419.78,Silver,769.49
590,"Mountain-400-W Silver, 46",Mountain Bikes,Bikes,Mountain-400-W,419.78,Silver,769.49
591,"Mountain-500 Silver, 40",Mountain Bikes,Bikes,Mountain-500,308.22,Silver,564.99
592,"Mountain-500 Silver, 42",Mountain Bikes,Bikes,Mountain-500,308.22,Silver,564.99
593,"Mountain-500 Silver, 44",Mountain Bikes,Bikes,Mountain-500,308.22,Silver,564.99
594,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,Mountain-500,308.22,Silver,564.99
595,"Mountain-500 Silver, 52",Mountain Bikes,Bikes,Mountain-500,308.22,Silver,564.99
596,"Mountain-500 Black, 40",Mountain Bikes,Bikes,Mountain-500,294.58,Black,539.99
597,"Mountain-500 Black, 42",Mountain Bikes,Bikes,Mountain-500,294.58,Black,539.99
598,"Mountain-500 Black, 44",Mountain Bikes,Bikes,Mountain-500,294.58,Black,539.99
599,"Mountain-500 Black, 48",Mountain Bikes,Bikes,Mountain-500,294.58,Black,539.99
600,"Mountain-500 Black, 52",Mountain Bikes,Bikes,Mountain-500,294.58,Black,539.99
601,LL Bottom Bracket,Bottom Brackets,Components,LL Bottom Bracket,23.97,NA,53.99
602,ML Bottom Bracket,Bottom Brackets,Components,ML Bottom Bracket,44.95,NA,101.24
603,HL Bottom Bracket,Bottom Brackets,Components,HL Bottom Bracket,53.94,NA,121.49
604,"Road-750 Black, 44",Road Bikes,Bikes,Road-750,343.65,Black,539.99
605,"Road-750 Black, 48",Road Bikes,Bikes,Road-750,343.65,Black,539.99
606,"Road-750 Black, 52",Road Bikes,Bikes,Road-750,343.65,Black,539.99
